"","ch_in","business_lat","business_long","WE","Quarter","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","TOBS_1","TOBS_2","TOBS_3","TOBS_4"
"12915",0,33.582398017,-111.9286845698,0,"Q4",0,0,0,213.75,81.75,244,200,200,200,267
"13162",0,33.582398017,-111.9286845698,1,"Q4",0.555555555555556,0,0,208.25,84.5,228,222,194,228,261
"13635",0,33.582398017,-111.9286845698,0,"Q4",0,0,0,124.75,-32,133,183,200,133,161
"14275",0,33.582398017,-111.9286845698,0,"Q1",0,0,0,168,78,206,144,133,128,106
"15397",0,33.582398017,-111.9286845698,0,"Q2",0,0,0,237.5,80.5,256,267,200,300,222
"18527",0,33.582398017,-111.9286845698,0,"Q1",0,0,0,139,36,72,33,44,44,67
"27333",0,33.582398017,-111.9286845698,0,"Q4",0,0,0,150,44,78,94,100,83,100
"2761",0,33.498914,-111.928574,1,"Q4",0,0,0,322,142.75,350,317,200,333,200
"3698",0,33.498914,-111.928574,0,"Q1",0,0,0,162.5,47.25,144,139,200,183,178
"7402",0,33.498914,-111.928574,1,"Q3",0,0,0,329.25,204,372,394,383,200,367
"7626",0,33.498914,-111.928574,0,"Q3",0,0,0,271.8,121.6,215.25,207.25,183.333333333333,181.666666666667,209.5
"8055",0,33.498914,-111.928574,0,"Q4",0,0,0,161,44.5,178,106,200,261,128
"9335",0,33.498914,-111.928574,1,"Q1",1.36363636363636,0,0,54.25,-19.5,100,67,111,144,167
"12659",0,33.498914,-111.928574,0,"Q3",0,0,0,280.5,139,311,322,311,306,267
"12932",0,33.498914,-111.928574,0,"Q4",0,0,0,294,117,167,200,200,200,156
"15379",0,33.498914,-111.928574,1,"Q2",0,0,0,219.5,108,217,178,133,200,161
"19057",0,33.498914,-111.928574,0,"Q1",0,0,0,202.75,105.5,217,189,228,250,250
"20697",1,33.498914,-111.928574,0,"Q3",0,0,0,354.25,195.75,378,361,361,367,350
"23226",0,33.498914,-111.928574,0,"Q3",0,0,0,339,213.75,372,383,400,406,383
"25156",0,33.498914,-111.928574,0,"Q1",0,0,0,251.5,100,283,261,278,294,311
"25985",0,33.498914,-111.928574,1,"Q2",0,0,0,374.75,209.75,394,417,456,456,450
"27533",0,33.498914,-111.928574,0,"Q1",0.909090909090909,0,0,140.25,16.5,178,206,200,172,194
"27789",1,33.498914,-111.928574,0,"Q1",0,0,0,162.75,26.5,183,233,222,239,239
"26778",0,33.5012802443,-111.9285190939,0,"Q4",0,0,0,301.25,145.75,333,200,306,278,294
"98",0,33.5010512566,-111.9284895333,1,"Q3",0,0,0,379.25,236,400,200,389,383,350
"295",0,33.5010512566,-111.9284895333,0,"Q4",39.5714285714286,0,0,151.5,86,172,194,222,200,222
"1547",0,33.5010512566,-111.9284895333,1,"Q2",0,0,0,297,166.5,256,228,200,200,267
"2196",0,33.5010512566,-111.9284895333,1,"Q3",0,0,0,358,258.5,317,200,200,289,294
"2325",0,33.5010512566,-111.9284895333,0,"Q3",0,0,0,411,256,400,406,356,356,322
"2800",0,33.5010512566,-111.9284895333,0,"Q4",0,0,0,308.25,159.75,333,200,306,294,322
"3038",0,33.5010512566,-111.9284895333,0,"Q4",41.4166666666667,0,0,154.25,15.5,144,200,189,200,189
"11714",0,33.5010512566,-111.9284895333,0,"Q3",1.77777777777778,0,0,336.25,198.5,372,372,344,233,322
"16205",0,33.5010512566,-111.9284895333,1,"Q2",0,0,0,343.25,176.25,367,394,378,344,372
"19698",1,33.5010512566,-111.9284895333,0,"Q2",0,0,0,330.25,187.75,367,356,344,306,239
"21129",1,33.5010512566,-111.9284895333,0,"Q4",134.6,0,0,108.25,20.75,78,128,200,233,217
"18100",0,33.4656197,-111.9284182,0,"Q4",0,0,0,156.75,34.75,189,161,211,200,256
"18701",0,33.4656197,-111.9284182,0,"Q1",0,0,0,220.75,93,261,233,244,200,239
"18782",1,33.4656197,-111.9284182,1,"Q1",0,0,0,233.75,87.5,256,217,206,206,200
"6946",0,33.5009342365,-111.9284000847,0,"Q3",0,0,0,312.25,197,367,200,200,367,200
"22054",0,33.5009342365,-111.9284000847,0,"Q1",0,0,0,198.75,46,211,256,272,256,261
"542",0,33.48874,-111.92834,0,"Q1",0,0,0,157,12.75,128,89,133,100,128
"788",0,33.5020064299,-111.9282963788,1,"Q1",0,0,0,224,38.6666666666667,185,155.666666666667,63,48,52
"1240",0,33.5020064299,-111.9282963788,0,"Q2",0,0,0,244.5,131.75,267,228,233,200,294
"1273",0,33.5020064299,-111.9282963788,0,"Q2",0,0,0,301.5,128,328,339,333,200,289
"1374",0,33.5020064299,-111.9282963788,0,"Q2",0,0,0,158.5,64,139,150,150,156,178
"1381",0,33.5020064299,-111.9282963788,0,"Q2",0.3,0,0,153,73.5,206,222,200,306,300
"2488",1,33.5020064299,-111.9282963788,0,"Q3",0,0,0,339,184.75,372,200,383,378,350
"5345",0,33.5020064299,-111.9282963788,1,"Q2",0,0,0,270.5,126.5,306,294,300,294,272
"7012",0,33.5020064299,-111.9282963788,1,"Q3",0,0,0,339,233,294,306,200,383,200
"11106",0,33.5020064299,-111.9282963788,1,"Q2",0,0,0,364,234.75,389,200,389,200,411
"12761",0,33.5020064299,-111.9282963788,0,"Q4",0,0,0,266.5,133.5,200,150,172,139,261
"13835",0,33.5020064299,-111.9282963788,1,"Q4",0,0,0,211,44,94,128,100,106,117
"14259",0,33.5020064299,-111.9282963788,0,"Q1",0,0,0,186.25,53,194,206,144,133,128
"18226",0,33.5020064299,-111.9282963788,0,"Q4",0,0,0,161.25,97.25,200,72,117,144,144
"19622",0,33.5020064299,-111.9282963788,0,"Q2",0,0,0,205.5,98.75,239,244,261,200,306
"21731",1,33.5020064299,-111.9282963788,1,"Q1",0,0,0,190.25,68.25,194,144,156,167,172
"25986",1,33.5020064299,-111.9282963788,1,"Q2",0,0,0,374.75,209.75,394,417,456,456,450
"26085",0,33.5020064299,-111.9282963788,0,"Q2",0,0,0,350,212.5,394,400,406,394,383
"7",1,33.498915,-111.928258,1,"Q1",10.7777777777778,0,0,98.5,32,94,111,72,128,133
"14797",0,33.6559125405,-111.9281088332,0,"Q1",0,0,0,202.75,94.75,222,222,217,244,228
"21612",0,33.490695,-111.927964,0,"Q1",0,0,0,116.5,-0.25,117,156,150,133,106
"23701",0,33.490695,-111.927964,0,"Q3",20.5384615384615,0,0,286,165.25,306,322,200,361,367
"825",0,33.49821,-111.927963,1,"Q1",0,0,0,198.75,53,222,172,183,183,200
"1167",0,33.49821,-111.927963,1,"Q2",0,0,0,279.25,126.25,311,200,261,278,278
"2247",0,33.49821,-111.927963,0,"Q3",0,0,0,333,197,256,233,250,200,322
"2535",0,33.49821,-111.927963,1,"Q3",0,0,0,320.75,193,350,328,350,200,356
"2849",0,33.49821,-111.927963,1,"Q4",0,0,0,303,150.25,322,306,200,283,217
"2884",0,33.49821,-111.927963,0,"Q4",0,0,0,320.75,170.75,294.333333333333,264.666666666667,214.666666666667,196.333333333333,215
"3404",0,33.49821,-111.927963,0,"Q4",109.909090909091,0,0,144,72,128,128,183,150,117
"4542",0,33.49821,-111.927963,0,"Q1",0,0,0,224.75,85,256,217,33,94,156
"6688",1,33.49821,-111.927963,0,"Q3",0,0,0,314,193,350,378,200,400,389
"10490",0,33.49821,-111.927963,0,"Q2",0,0,0,367,133,133,200,200,200,200
"11122",0,33.49821,-111.927963,1,"Q2",0,0,0,417,233,417,428,433,428,406
"13194",0,33.49821,-111.927963,0,"Q4",0,0,0,206.75,40.25,228,261,250,250,250
"13968",1,33.49821,-111.927963,0,"Q1",0,0,0,155.25,20.75,167,150,200,167,156
"14183",0,33.49821,-111.927963,0,"Q1",0,0,0,18.3333333333333,-137,-103.333333333333,-27.6666666666667,-13,81.6666666666667,-53.6666666666667
"16452",0,33.49821,-111.927963,0,"Q2",0,0,0,287,159.333333333333,191.5,236,225,233.5,230.5
"16738",0,33.49821,-111.927963,0,"Q3",0,0,0,333.5,201.25,378,367,372,378,406
"17521",0,33.49821,-111.927963,1,"Q3",0,0,0,294.5,180.5,333,339,350,367,367
"18598",0,33.49821,-111.927963,1,"Q1",5.75,0,31.75,7.25,-19.5,4.25,7,-66.75,-104,-48.3333333333333
"19510",0,33.49821,-111.927963,0,"Q2",0.555555555555556,0,0,167,59.75,183,211,267,311,283
"19658",1,33.49821,-111.927963,0,"Q2",0,0,0,280.75,137.5,317,322,344,328,378
"22061",0,33.49821,-111.927963,0,"Q1",0,0,0,241.75,83.5,256,272,256,261,272
"485",0,33.4655863,-111.9279622,0,"Q4",22.5384615384615,0,0,130.5,48.75,156,200,167,200,139
"716",0,33.4655863,-111.9279622,1,"Q1",0,0,0,220.75,59.3333333333333,233,228,211,167,172
"2115",0,33.4655863,-111.9279622,1,"Q3",0,0,0,347.5,205.5,294,250,294,278,344
"2808",0,33.4655863,-111.9279622,0,"Q4",0,0,0,253,139,156,156,233,161,150
"3353",0,33.4655863,-111.9279622,1,"Q4",0,0,0,166.75,33.25,167,200,83,72,200
"5070",0,33.4655863,-111.9279622,1,"Q2",0,0,0,350,189,203,228,211,205.5,230.5
"6080",0,33.4655863,-111.9279622,1,"Q2",0,0,0,341.75,183.5,378,411,400,372,200
"6329",0,33.4655863,-111.9279622,0,"Q2",0,0,0,368,232,394,389,394,389,344
"7803",0,33.4655863,-111.9279622,1,"Q3",0,0,0,324.75,179,356,367,361,200,328
"11697",0,33.4655863,-111.9279622,0,"Q3",0,0,0,347,233.5,300,300,317,200,200
"13350",0,33.4655863,-111.9279622,1,"Q4",0.555555555555556,0,0,168,53,189,233,211,200,172
"15068",0,33.4655863,-111.9279622,1,"Q1",0,0,0,220.75,82,256,283,278,211,200
"15642",0,33.4655863,-111.9279622,1,"Q2",0,0,0,283,150,211,200,239,211,150
"18471",0,33.4655863,-111.9279622,0,"Q1",0,0,0,172,55.5,83,100,100,89,200
"19411",0,33.4655863,-111.9279622,1,"Q2",62.0833333333333,0,0,151.5,56.75,144,261,300,306,344
"22867",0,33.4655863,-111.9279622,0,"Q2",0,0,0,240.25,115.25,283,267,311,333,328
"22988",1,33.4655863,-111.9279622,0,"Q2",0,0,0,334.5,209.75,356,339,356,356,328
"23036",1,33.4655863,-111.9279622,0,"Q2",0,0,0,307.25,152.75,339,350,344,372,406
"25070",0,33.4655863,-111.9279622,1,"Q1",0,0,0,120.75,42.75,150,100,200,183,217
"9843",1,33.5812095,-111.9278344,1,"Q1",0,0,0,230.25,97.25,250,244,244,228,250
"27902",0,33.3353306334,-111.9278180972,0,"Q1",0,0,0,214,113.5,256,228,206,194,200
"28233",0,33.3353306334,-111.9278180972,0,"Q2",0,0,0,293.25,162.5,328,200,272,300,317
"443",0,33.4929306,-111.9277962,0,"Q4",0,0,0,193.25,69.5,178,200,244,233,200
"1990",0,33.4929306,-111.9277962,1,"Q3",0,0,0,358.25,229.25,378,200,361,367,356
"4043",0,33.4929306,-111.9277962,1,"Q1",0,0,0,163,37,183,167,189,200,222
"5588",0,33.4929306,-111.9277962,1,"Q2",0,0,0,304.5,143,333,378,200,389,350
"7400",0,33.4929306,-111.9277962,1,"Q3",0,0,0,329.25,204,372,394,383,200,367
"9483",0,33.4929306,-111.9277962,0,"Q1",106.076923076923,8.33333333333333,0,51.25,-25,94,122,144,106,139
"10683",0,33.4929306,-111.9277962,1,"Q2",0,0,0,308.5,150,350,350,350,333,200
"15614",0,33.4929306,-111.9277962,0,"Q2",0,0,0,249.75,101.5,283,328,200,328,306
"16235",0,33.4929306,-111.9277962,0,"Q2",0,0,0,347.5,207,378,344,372,367,356
"17056",0,33.4929306,-111.9277962,1,"Q3",1.25,0,0,341.75,201.25,367,383,294,317,350
"17464",0,33.4929306,-111.9277962,1,"Q3",0,0,0,316.75,188.75,333,361,244,289,322
"18291",0,33.4929306,-111.9277962,0,"Q4",33,0,0,122.25,7.25,133,139,133,139,156
"18665",0,33.4929306,-111.9277962,0,"Q1",0,0,0,190.5,61,194,200,211,256,261
"21443",0,33.4929306,-111.9277962,0,"Q4",12.3333333333333,0,0,93,54.25,133,133,200,72,117
"24145",0,33.4929306,-111.9277962,1,"Q4",0,0,0,297.25,168,322,322,289,289,322
"7008",0,33.3216596996,-111.9277120136,1,"Q3",0,0,0,339,233,294,306,200,383,200
"28862",1,33.3216596996,-111.9277120136,0,"Q3",0,0,0,389,289,317,267,311,311,317
"18915",0,33.623525,-111.927606,0,"Q1",30.1818181818182,0,0,105.5,29,83,167,172,200,244
"19490",1,33.623525,-111.927606,0,"Q2",0,0,0,234.75,109.5,278,233,183,211,267
"5800",0,33.4984748,-111.9275975,0,"Q2",0,0,0,363.75,221,400,372,356,356,328
"7575",0,33.4984748,-111.9275975,1,"Q3",92.8461538461538,0,0,304,194.5,294,306,328,200,306
"8245",0,33.4984748,-111.9275975,1,"Q4",0,0,0,105.5,-14,133,200,200,200,211
"12041",0,33.4984748,-111.9275975,0,"Q3",0,0,0,340.25,191.75,400,356,372,400,389
"17660",0,33.4984748,-111.9275975,1,"Q4",0,0,0,311.25,158.5,322,311,294,267,206
"22508",0,33.4984748,-111.9275975,0,"Q2",0,0,0,244.5,116.75,278,222,228,217,261
"22513",0,33.4984748,-111.9275975,0,"Q2",0,0,0,215.25,93.25,222,228,217,261,200
"27068",0,33.4984748,-111.9275975,0,"Q4",0,0,0,242,115.25,250,250,200,194,217
"28695",0,33.4984748,-111.9275975,1,"Q3",3.6,0,0,349,215.25,367,394,383,394,406
"59",0,33.5297921,-111.9275874,0,"Q2",0,0,0,327.5,170.75,389,200,406,411,394
"64",0,33.5297921,-111.9275874,1,"Q2",0,0,0,333.25,191.5,361,400,200,400,422
"190",0,33.5297921,-111.9275874,0,"Q3",0,0,0,366.75,198.75,383,361,378,378,344
"294",0,33.5297921,-111.9275874,0,"Q4",101.928571428571,0,0,145.75,77.75,167,172,194,222,200
"529",0,33.5297921,-111.9275874,1,"Q1",0,0,0,125,-22,111,111,111,128,89
"587",0,33.5297921,-111.9275874,0,"Q1",0,0,0,176.25,59.75,189,183,178,194,200
"1593",1,33.5297921,-111.9275874,0,"Q2",0,0,0,315.5,194.75,356,367,333,356,383
"2008",0,33.5297921,-111.9275874,0,"Q3",0,0,0,416.666666666667,257.333333333333,306,306,317,300,300
"5035",0,33.5297921,-111.9275874,0,"Q2",0,0,0,261,122.5,239,200,200,200,217
"5180",0,33.5297921,-111.9275874,0,"Q2",33.5384615384615,0,0,248.75,80.5,272,294,294,311,294
"7633",0,33.5297921,-111.9275874,0,"Q3",0,0,0,293,166.5,322,322,339,333,356
"8376",0,33.5297921,-111.9275874,1,"Q4",0,0,0,221,88.6666666666667,233,222,244,233,200
"25785",0,33.5297921,-111.9275874,0,"Q2",57.6363636363636,0,0,187,116.666666666667,130.5,144.5,169,138.5,127.5
"8232",0,33.442946,-111.9275633,1,"Q4",44.4285714285714,0,0,123.75,14,106,133,200,200,200
"14692",0,33.442946,-111.9275633,1,"Q1",113.2,0,0,134.75,54.25,150,161,206,200,244
"22758",0,33.442946,-111.9275633,0,"Q2",0,0,0,318.25,163.75,356,361,361,200,294
"23450",0,33.442946,-111.9275633,1,"Q3",39.0769230769231,0,0,344.5,212.5,361,367,350,350,228
"25316",1,33.442946,-111.9275633,0,"Q1",11.8181818181818,0,0,190.5,70.75,217,272,272,133,189
"25533",0,33.442946,-111.9275633,1,"Q2",0,0,0,286.25,128,306,322,283,261,267
"25934",0,33.4643735,-111.9275459,1,"Q2",0,0,0,307,176.5,350,339,294,339,367
"1169",0,33.5796797,-111.9275444,1,"Q2",0,0,0,279.25,126.25,311,200,261,278,278
"7172",0,33.5796797,-111.9275444,0,"Q3",2.25,0,0,444,294,439,433,344,367,322
"11123",0,33.5796797,-111.9275444,1,"Q2",0,0,0,417,233,417,428,433,428,406
"11432",0,33.5796797,-111.9275444,0,"Q2",0,0,0,408.25,244.5,433,439,411,400,372
"11538",0,33.5796797,-111.9275444,0,"Q3",0,0,0,347.5,230.75,378,200,200,400,367
"15509",0,33.5796797,-111.9275444,0,"Q2",0,0,0,251.5,103,261,278,289,178,228
"19377",0,33.5796797,-111.9275444,0,"Q2",0,0,0,211,94.5,239,194,211,144,261
"24195",0,33.5796797,-111.9275444,1,"Q4",0,0,0,280.75,153,311,289,250,228,256
"24776",1,33.5796797,-111.9275444,1,"Q1",20.2307692307692,0,0,101.25,40.25,94,128,200,150,72
"25992",0,33.5796797,-111.9275444,1,"Q2",0,0,0,374.75,209.75,394,417,456,456,450
"26416",1,33.5796797,-111.9275444,0,"Q3",1.18181818181818,0,0,347.25,211,361,367,333,350,344
"8775",0,33.4987464,-111.9274236,1,"Q1",0,0,0,136.25,-11,111,150,133,172,200
"10657",0,33.4987464,-111.9274236,1,"Q2",0,0,0,279,134.75,311,350,350,350,333
"12430",0,33.4987464,-111.9274236,0,"Q3",0,0,0,357.25,226.5,389,400,294,283,233
"13481",0,33.4987464,-111.9274236,0,"Q4",0,0,0,56,27.5,144,61,200,200,200
"15871",0,33.4987464,-111.9274236,1,"Q2",0,0,0,303,174.75,344,200,311,283,289
"20071",1,33.4987464,-111.9274236,0,"Q3",0,0,0,343.25,229.25,383,378,350,350,328
"23463",0,33.4987464,-111.9274236,1,"Q3",6.4,0,0,330.5,196,367,350,350,228,344
"26904",0,33.4987464,-111.9274236,0,"Q4",0,0,0,325,155.75,333,339,311,300,294
"8437",0,33.4992151,-111.9274164,1,"Q4",0,0,0,233,94,228,211,222,228,211
"10658",0,33.4992151,-111.9274164,1,"Q2",0,0,0,279,134.75,311,350,350,350,333
"14106",0,33.4992151,-111.9274164,1,"Q1",0,0,0,211,58.25,217,217,217,222,139
"15172",0,33.4992151,-111.9274164,1,"Q1",0,0,0,207,87.25,239,244,194,150,189
"16254",0,33.4992151,-111.9274164,0,"Q2",0,0,0,333.5,180.25,372,367,356,328,344
"24294",0,33.4992151,-111.9274164,1,"Q4",0,0,0,252.75,104.25,250,261,267,222,189
"14423",0,33.583195,-111.9273603,0,"Q1",0,0,0,184.75,63.75,206,222,244,261,272
"23519",0,33.583195,-111.9273603,1,"Q3",0,0,0,353,214,400,394,317,339,328
"24414",0,33.583195,-111.9273603,0,"Q4",59.1333333333333,0,0,59.75,8.25,100,122,128,128,122
"24972",0,33.583195,-111.9273603,0,"Q1",0,0,0,154.25,70.75,194,194,194,200,200
"25946",0,33.583195,-111.9273603,1,"Q2",0,0,0,290.25,165,339,294,339,367,389
"27220",0,33.583195,-111.9273603,0,"Q4",0,0,0,156,83,117,78,122,133,100
"4717",0,33.6381286,-111.9273493,0,"Q1",0,0,0,217.75,58.5,250,200,200,283,200
"7085",0,33.6381286,-111.9273493,0,"Q3",0,0,0,390,241.5,428,200,200,428,417
"8614",0,33.6381286,-111.9273493,0,"Q4",0,0,0,161,34.5,167,200,144,128,200
"10477",0,33.6381286,-111.9273493,0,"Q2",0,0,0,293.25,163.75,328,200,300,283,306
"12396",0,33.6381286,-111.9273493,0,"Q3",0,0,0,294,205.5,267,244,333,200,289
"17555",0,33.6381286,-111.9273493,0,"Q3",0,0,0,329,186,367,367,344,200,267
"18329",0,33.6381286,-111.9273493,0,"Q4",0,0,0,152.75,64,139,156,139,200,83
"1455",1,33.4992883,-111.9271958,1,"Q2",0,0,0,297.25,172.25,328,261,267,317,300
"1889",1,33.4992883,-111.9271958,0,"Q3",0,0,0,350,208.5,372,411,361,200,383
"4030",0,33.4992883,-111.9271958,1,"Q1",0,0,0,161,41,167,183,167,189,200
"4691",0,33.4992883,-111.9271958,1,"Q1",0,0,0,205.5,91.5,244,194,250,200,200
"4930",0,33.4992883,-111.9271958,0,"Q2",0,0,0,187.5,62.25,211,111,194,261,294
"6276",0,33.4992883,-111.9271958,0,"Q2",0,0,0,331,200,300,278,272,267,244
"12284",0,33.4992883,-111.9271958,0,"Q3",2.09090909090909,0,0,337.5,209.75,350,200,317,200,328
"322",0,33.453786902,-111.9271659851,0,"Q4",0,0,0,263.75,130.5,250,261,244,244,200
"469",0,33.453786902,-111.9271659851,1,"Q4",4.25,0,0,102.75,45.75,161,183,172,200,156
"644",0,33.453786902,-111.9271659851,0,"Q1",0,0,0,97,22,144,72,200,-44,6
"655",0,33.453786902,-111.9271659851,0,"Q1",0,0,0,57,-69.5,44,89,122,161,200
"946",0,33.453786902,-111.9271659851,1,"Q1",0,0,0,272,122,233,233,122,178,211
"4555",0,33.453786902,-111.9271659851,1,"Q1",0,0,0,181.75,82,217,33,94,156,206
"6829",0,33.453786902,-111.9271659851,0,"Q3",0,0,0,411,283,406,417,372,344,344
"8333",0,33.453786902,-111.9271659851,0,"Q4",0,0,0,219.5,94.25,239,200,200,250,233
"8728",1,33.453786902,-111.9271659851,0,"Q1",0,0,0,116.5,-25.25,128,122,117,111,150
"8856",0,33.453786902,-111.9271659851,0,"Q1",1.1,0,0,79,-48.75,67,67,50,22,78
"16171",0,33.453786902,-111.9271659851,0,"Q2",0,0,0,341.75,180.5,378,200,367,394,378
"18470",0,33.453786902,-111.9271659851,0,"Q1",0,0,0,172,55.5,83,100,100,89,200
"19509",0,33.453786902,-111.9271659851,0,"Q2",0.555555555555556,0,0,167,59.75,183,211,267,311,283
"19697",0,33.453786902,-111.9271659851,0,"Q2",0,0,0,330.25,187.75,367,356,344,306,239
"24376",0,33.453786902,-111.9271659851,0,"Q4",0,0,0,161.333333333333,46.6666666666667,61,78,94,50,94
"25119",0,33.453786902,-111.9271659851,1,"Q1",0,0,0,179.25,80.5,228,194,161,206,261
"28597",0,33.453786902,-111.9271659851,1,"Q3",0.5,0,0,303,205.5,244,322,378,383,356
"28694",0,33.453786902,-111.9271659851,1,"Q3",3.6,0,0,349,215.25,367,394,383,394,406
"688",0,33.4740594,-111.9271441,0,"Q1",0,0,0,127.666666666667,37,33,28,56,83,100
"1380",1,33.4740594,-111.9271441,0,"Q2",0.3,0,0,153,73.5,206,222,200,306,300
"2116",0,33.4740594,-111.9271441,1,"Q3",0,0,0,384.5,230.75,363,379.333333333333,389.333333333333,411,418.333333333333
"3054",0,33.4740594,-111.9271441,0,"Q4",0,0,0,166.75,54,189,200,189,161,178
"3956",0,33.4740594,-111.9271441,0,"Q1",0,0,0,177.75,55.75,194,194,200,200,200
"5485",0,33.4740594,-111.9271441,1,"Q2",0,0,0,329.25,155.5,361,361,378,350,200
"7791",0,33.4740594,-111.9271441,1,"Q3",0,0,0,297.25,155.5,322,356,367,361,200
"8080",0,33.4740594,-111.9271441,1,"Q4",0,0,0,266.5,109.75,283,200,278,200,272
"8134",0,33.4740594,-111.9271441,0,"Q4",0,0,0,242,115.5,256,261,272,200,294
"8847",0,33.4740594,-111.9271441,0,"Q1",0,0,0,126.5,9.75,122,67,67,50,22
"11597",0,33.4740594,-111.9271441,0,"Q3",0,0,0,364,237.5,367,200,333,294,367
"12054",0,33.4740594,-111.9271441,1,"Q3",0,0,0,327.5,202.75,356,372,400,389,394
"13136",0,33.4740594,-111.9271441,1,"Q4",0,0,0,238.75,93,267,228,222,194,228
"13764",0,33.4740594,-111.9271441,1,"Q4",10.0769230769231,0,0,72.25,15.25,94,122,167,183,200
"15135",0,33.4740594,-111.9271441,0,"Q1",0,0,0,207,41.5,228,200,239,244,194
"15462",0,33.4740594,-111.9271441,1,"Q2",0.5,0,0,230.75,97.25,267,200,200,200,261
"18236",0,33.4740594,-111.9271441,1,"Q4",99.3846153846154,0,0,114,27.75,72,117,144,144,94
"18618",0,33.4740594,-111.9271441,0,"Q1",0,0,0,78,44.5,100,200,117,111,67
"19461",0,33.4740594,-111.9271441,1,"Q2",0,0,0,271,154,300,256,256,278,233
"20433",0,33.4740594,-111.9271441,1,"Q3",0,0,0,348.5,216.75,389,389,361,361,356
"21253",0,33.4740594,-111.9271441,0,"Q4",0,0,0,157,4,144,183,217,200,200
"24417",0,33.4740594,-111.9271441,0,"Q4",0,0,0,94.5,0,122,128,128,122,172
"25557",0,33.4740594,-111.9271441,0,"Q2",0,0,0,251.25,144.5,283,261,267,272,244
"25982",0,33.4740594,-111.9271441,1,"Q2",0,0,0,374.75,209.75,394,417,456,456,450
"26969",0,33.4740594,-111.9271441,0,"Q4",0,0,0,215.25,109.5,244,228,228,233,217
"22216",0,33.4633886,-111.9270953,0,"Q1",0,0,0,230.5,86.25,256,278,267,278,283
"23172",0,33.4633886,-111.9270953,0,"Q2",16.9333333333333,0,0,312.5,190.5,317,328,356,389,200
"26785",0,33.4633886,-111.9270953,1,"Q4",23.3333333333333,0,0,255.666666666667,172,214,183.5,172,139,127.5
"599",0,33.508695278,-111.9270801544,0,"Q1",0,0,0,173.5,58.5,178,128,172,167,167
"3255",0,33.508695278,-111.9270801544,0,"Q4",0,0,0,232,84.75,206,200,117,106,83
"6350",0,33.508695278,-111.9270801544,1,"Q2",0,0,0,365,234.75,389,394,389,344,200
"11021",0,33.508695278,-111.9270801544,0,"Q2",0,0,0,327.5,184.75,356,372,361,389,406
"12117",0,33.508695278,-111.9270801544,0,"Q3",0,0,0,362.25,218,394,406,417,411,417
"12348",0,33.508695278,-111.9270801544,1,"Q3",26.5,0,0,295.75,204.25,328,367,200,394,394
"16262",0,33.508695278,-111.9270801544,0,"Q2",0,0,0,330.5,202.75,367,356,328,344,356
"17782",0,33.508695278,-111.9270801544,1,"Q4",0.333333333333333,0,0,266.75,134.5,294,294,283,283,294
"583",0,33.3047369,-111.927051,0,"Q1",0,0,0,200,56,189,200,206,194,211
"18304",1,33.3047369,-111.927051,1,"Q4",0,0,0,167,56,161,161,194,167,150
"20054",0,33.5033917707,-111.9270379984,0,"Q3",0,0,0,347.25,228,394,383,378,350,350
"20926",1,33.5033917707,-111.9270379984,0,"Q4",31.3571428571429,0,0,191.75,87.5,222,250,283,256,278
"24850",1,33.5033917707,-111.9270379984,0,"Q1",0.909090909090909,0,0,81.75,-34.75,89,50,94,161,194
"28928",0,33.5033917707,-111.9270379984,1,"Q3",0,0,0,383,272,383,389,300,250,350
"1263",0,33.4486664456,-111.926933522,0,"Q2",0,0,0,189,64,128,122,211,200,194
"4810",0,33.4486664456,-111.926933522,0,"Q2",0,0,0,221,69.25,250,200,233,283,200
"5069",0,33.4486664456,-111.926933522,1,"Q2",0,0,0,372,178,367,383,372,328,272
"7186",0,33.4486664456,-111.926933522,0,"Q3",0,0,0,377.5,232,411,350,344,200,356
"7377",0,33.4486664456,-111.926933522,1,"Q3",56.6363636363636,0,0,308.25,198.5,356,372,394,383,200
"10122",0,33.4486664456,-111.926933522,1,"Q2",0,0,0,232,101.25,267,261,200,167,194
"16657",0,33.4486664456,-111.926933522,1,"Q3",0,0,0,336,219,267,317,300,200,200
"27407",0,33.580969,-111.926903,1,"Q1",0,0,0,184.75,86.25,200,206,206,206,117
"27812",0,33.580969,-111.926903,0,"Q1",5.33333333333333,0,0,215.25,77.75,239,156,200,244,239
"306",0,33.4480887488,-111.9268833664,0,"Q4",0,0,0,259.5,107.25,228,200,233,228,261
"2042",0,33.4480887488,-111.9268833664,1,"Q3",13.75,0,0,344.5,220.75,361,367,389,389,200
"9391",0,33.4480887488,-111.9268833664,0,"Q1",0,0,0,230.5,46,188.666666666667,177.666666666667,164.666666666667,153.666666666667,155.333333333333
"10503",0,33.4480887488,-111.9268833664,0,"Q2",0,0,0,259.75,115.25,300,283,306,200,200
"12970",0,33.4480887488,-111.9268833664,1,"Q4",0,0,0,228,98.3333333333333,256,278,294,306,289
"13257",0,33.4480887488,-111.9268833664,1,"Q4",0,0,0,243.25,104,250,289,278,200,200
"26885",1,33.4480887488,-111.9268833664,1,"Q4",0,0,0,317,139,317,339,328,322,311
"27807",1,33.4480887488,-111.9268833664,0,"Q1",0,0,0,214,88.75,239,239,156,200,244
"37",0,33.5808348,-111.9268582,0,"Q2",0,0,0,258.5,122.25,283,317,300,300,261
