"","ch_in","cum_n_tips","cum_max_friends","cum_max_u_elite","cum_max_us_fans","cum_max_us_rev","male","female"
"26824",0,2,135,5,13,214,0,2
"27720",1,3,507,5,112,972,0,3
"2163",0,1,99,10,8,154,1,0
"2184",0,2,99,1,8,154,2,0
"2401",0,3,99,1,8,154,2,0
"2411",0,4,99,1,8,154,2,0
"2430",0,5,99,1,8,154,2,0
"2486",0,6,99,1,8,154,2,0
"2570",0,7,99,1,8,154,2,0
"2584",0,8,99,1,8,154,2,0
"2680",0,9,99,1,8,154,2,0
"2700",0,10,99,1,8,154,2,0
"2986",0,11,99,1,8,154,2,0
"3500",0,12,99,1,8,154,2,0
"3874",0,13,99,1,8,154,2,0
"14316",0,14,99,1,8,154,2,0
"15622",0,15,99,5,21,468,2,1
"19317",0,16,99,5,21,468,2,1
"23425",1,17,99,5,21,468,2,1
"25144",1,18,1368,5,22,468,3,1
"27992",0,2,353,6,65,823,0,1
"989",0,1,24,1,3,41,1,0
"1396",0,2,24,1,3,41,1,0
"2973",0,3,24,1,3,41,1,0
"3368",0,4,24,1,3,41,1,0
"4652",0,5,24,1,3,41,1,0
"6489",0,6,24,1,3,41,1,0
"8053",0,7,24,1,3,41,1,0
"14530",1,8,24,1,3,41,1,0
"22235",1,9,110,7,17,442,1,1
"23103",0,10,110,7,17,442,1,1
"801",0,1,6506,9,1150,1027,0,1
"4162",0,2,6506,9,1150,1027,1,1
"12051",0,3,6506,9,1150,1027,2,1
"13545",1,4,6506,9,1150,1692,3,1
"15390",0,5,6506,9,1150,1692,3,2
"16586",0,6,6506,9,1150,1692,3,3
"18507",0,7,6506,9,1150,1692,3,4
"19195",0,8,6506,9,1150,1692,3,5
"19679",1,9,6506,9,1150,1692,3,5
"21308",0,10,6506,9,1150,1692,3,6
"22175",0,12,6506,9,1150,1692,3,7
"22182",0,13,6506,9,1150,1692,4,7
"22288",0,14,6506,9,1150,1692,4,7
"7585",0,1,135,5,13,214,0,1
"12271",0,2,135,5,13,214,0,1
"14330",0,3,135,5,13,214,0,2
"16734",0,4,135,5,21,468,0,3
"21396",0,5,220,5,28,656,0,4
"22922",0,6,220,5,30,656,1,4
"24784",1,8,423,5,30,656,1,5
"25576",0,9,423,5,30,656,1,6
"2772",0,1,242,5,25,421,1,0
"3567",0,2,293,8,56,1175,1,1
"13453",0,3,491,8,56,1175,2,1
"18119",0,4,491,8,56,1175,2,2
"21696",0,5,491,8,56,1175,2,3
"15886",0,1,3164,8,539,1180,0,1
"26209",1,1,197,3,20,182,0,1
"15340",0,1,144,7,52,540,1,0
"17445",0,2,198,7,52,540,1,1
"18400",0,3,198,7,52,540,1,1
"18849",0,4,198,7,52,540,1,1
"18901",0,5,198,7,52,540,1,1
"21527",1,6,198,7,52,540,1,1
"21549",0,7,198,7,52,540,1,1
"22635",1,8,198,7,52,540,1,2
"24123",0,9,198,7,52,540,1,2
"26483",0,11,198,7,52,540,1,3
"27140",0,12,198,7,52,540,1,3
"28019",0,13,198,7,52,540,1,3
"14240",0,1,253,7,28,571,0,1
"15687",0,2,253,7,28,571,0,2
"11501",0,1,110,7,17,442,0,1
"11873",1,2,110,7,17,442,0,1
"10073",0,1,110,7,17,442,0,1
"14529",1,1,110,7,17,442,0,1
"15502",0,1,110,7,17,442,0,1
"15600",0,2,130,7,17,442,0,2
"15688",0,3,130,7,17,442,0,2
"26815",1,4,130,7,17,442,0,2
"22071",1,1,732,7,278,1048,0,1
"19070",1,1,376,6,43,342,0,1
"26624",1,1,208,3,10,226,0,1
"14856",1,1,200,5,26,111,0,1
"14871",1,2,338,5,58,155,0,2
"15506",0,1,562,10,715,6314,0,1
"14258",0,1,77,2,1,67,1,0
"22615",0,1,149,5,34,165,0,1
"13705",0,1,376,6,43,342,0,1
"22354",1,1,154,6,24,198,0,1
"22371",1,2,154,6,24,198,0,1
"23007",1,3,293,6,41,483,1,1
"17053",0,1,22,10,14,339,0,0
"17584",1,2,22,10,14,339,0,0
"15264",0,1,3315,7,563,1356,0,1
"17019",0,2,3315,7,563,1356,0,1
"17427",0,3,3315,7,563,1356,0,1
"21868",1,4,3315,7,563,1356,0,1
"24890",0,5,3315,7,563,1356,0,2
"14155",1,1,305,7,57,1108,1,0
"17942",1,2,305,7,57,1108,1,0
"21210",1,3,305,7,57,1108,1,1
"28007",0,1,18,4,6,151,1,0
"28269",0,2,95,4,6,151,1,1
"28224",0,1,132,4,8,181,0,1
"15918",0,1,305,7,57,1108,1,0
"16868",1,2,338,7,184,1310,1,1
"17423",0,4,338,7,184,1310,1,1
"20794",0,5,338,7,184,1310,1,1
"21209",1,6,338,7,184,1310,1,1
"22459",1,7,338,7,184,1310,1,1
"26657",1,8,338,7,184,1310,1,1
"27434",1,9,338,7,184,1310,1,2
"14415",0,1,305,7,57,1108,1,0
"14434",1,2,305,7,57,1108,1,0
"15165",0,3,305,7,57,1108,1,0
"15946",0,4,305,7,57,1108,1,1
"17473",0,5,305,7,57,1108,2,1
"19583",0,6,305,7,57,1108,2,1
"21358",1,7,305,7,57,1108,2,1
"26608",0,8,305,7,57,1108,2,2
"27736",1,9,305,7,57,1108,2,3
"5032",0,1,305,5,37,377,1,0
"7656",0,2,305,7,46,390,1,1
"14882",0,3,305,7,57,1108,2,1
"15263",0,4,305,7,57,1108,3,1
"15342",0,6,305,7,57,1108,3,1
"23153",0,7,305,7,57,1108,3,1
"17960",0,1,338,6,184,1310,0,1
"18902",0,2,338,6,184,1310,0,1
"19156",0,3,338,6,184,1310,0,1
"25065",0,4,338,6,184,1310,0,1
"26623",1,1,923,7,35,550,0,1
"18197",0,1,305,7,57,1108,1,0
"19250",0,2,338,7,184,1310,1,1
"20164",0,3,338,7,184,1310,1,1
"20987",0,4,338,7,184,1310,2,1
"15108",0,1,376,6,43,342,0,1
"18195",1,2,376,6,43,377,1,1
"21289",0,3,376,6,43,377,1,1
"24983",0,4,376,6,43,377,1,2
"17305",0,1,305,7,57,1108,1,0
"20902",0,2,305,7,57,1108,1,0
"21201",1,3,338,7,184,1310,1,1
"21610",0,4,338,7,184,1310,1,1
"22215",0,5,338,7,184,1310,2,1
"23100",0,6,338,7,184,1310,2,1
"25004",0,7,338,7,184,1310,2,1
"25029",0,8,338,7,184,1310,2,1
"28082",0,1,149,5,34,165,0,1
"22292",1,1,305,7,57,1108,1,0
"17422",0,1,305,5,37,377,1,0
"10483",1,1,42,7,18,330,0,1
"21447",1,2,42,7,18,330,0,1
"22485",0,3,42,7,18,330,0,2
"19656",0,1,210,5,33,462,0,0
"22255",0,2,210,5,33,462,0,1
"22927",0,3,210,5,33,462,0,1
"17864",0,1,338,6,184,1310,0,1
"18196",0,2,338,6,184,1310,0,1
"20133",0,3,338,6,184,1310,1,1
"26575",0,4,338,6,184,1310,1,1
"14816",0,1,305,5,37,377,1,0
"15004",0,2,305,5,37,377,1,0
"15134",0,3,305,5,37,377,1,0
"15727",0,5,305,5,37,377,1,0
"16035",0,6,305,5,37,377,1,0
"18289",0,7,305,5,37,377,1,0
"20049",0,8,305,5,37,377,1,0
"24673",0,9,305,5,37,377,1,0
"16646",0,1,69,2,0,28,1,0
"20707",0,2,511,6,141,306,1,1
"24540",1,3,511,6,141,306,1,1
"26331",0,4,511,6,141,306,1,1
"26625",1,5,511,6,141,306,1,1
"27325",1,6,511,6,141,306,1,1
"27651",0,7,511,6,141,306,1,1
"28584",1,8,511,6,141,888,2,1
"16811",1,1,305,7,57,1108,1,0
"27355",0,1,338,6,184,1310,0,1
"28223",1,3,338,6,184,1310,1,2
"19732",0,1,149,5,34,165,0,1
"20267",0,2,293,5,41,483,1,1
"20295",1,3,338,6,184,1310,1,2
"22167",0,4,338,6,184,1310,1,3
"22855",0,5,338,6,184,1310,1,3
"27667",0,6,338,6,184,1310,1,3
"17646",1,1,173,7,46,390,0,1
"17989",0,2,173,7,46,390,0,1
"18057",1,3,173,7,46,390,0,1
"26722",0,1,341,11,17,221,0,0
"18497",1,1,305,7,57,1108,1,0
"22811",1,3,305,7,57,1108,1,1
"23961",1,4,305,7,57,1108,1,1
"17687",1,1,305,7,57,1108,1,0
"23033",0,1,338,6,184,1310,0,1
"24111",0,2,338,6,184,1310,0,2
"28095",0,1,3315,7,563,1356,0,1
"19626",1,1,288,3,66,472,0,1
"23673",0,2,288,3,66,472,1,1
"24433",0,1,149,5,34,165,0,1
"25322",0,2,305,7,57,1108,1,1
"11995",1,1,1,7,0,13,1,0
"14177",1,2,3,11,1,22,2,0
"8624",0,1,76,6,11,218,0,1
"10343",0,2,3315,7,563,1356,0,2
"14883",0,3,3315,7,563,1356,1,2
"25145",1,4,3315,7,563,1356,2,2
"29178",1,1,562,10,715,6314,0,1
"12319",1,1,3315,7,563,1356,0,1
"28497",0,1,338,6,184,1310,0,1
"9300",0,1,3315,7,563,1356,0,1
"12343",0,2,3315,7,563,1356,0,1
"27735",1,1,200,5,84,1019,0,1
"24304",0,1,30,2,1,57,1,0
"27398",0,1,48,4,10,260,0,0
"21304",1,1,22,8,14,339,0,0
"13502",0,1,163,6,26,258,0,1
"15204",0,2,3315,7,563,1356,0,2
"16426",0,4,3315,7,563,1356,0,2
"28770",1,5,3315,7,563,1356,0,2
"20626",0,1,29,5,12,158,0,0
"25229",1,1,135,4,20,150,0,1
"25554",0,2,548,5,134,1262,1,1
"20411",0,1,102,4,15,146,0,1
"24760",0,1,3315,7,563,1356,0,1
"28246",0,2,3315,7,563,1356,1,1
"21559",1,3,562,10,715,6314,1,1
"24397",0,4,562,10,715,6314,1,2
"23561",1,1,562,10,715,6314,0,1
"18558",0,1,338,6,184,1310,0,1
"24211",0,2,338,6,184,1310,0,1
"7422",0,1,3315,7,563,1356,0,1
"14125",0,2,3315,7,563,1356,1,1
"10313",0,1,562,10,715,6314,0,1
"12785",0,3,3315,10,715,6314,0,3
"17990",1,4,3315,10,715,6314,0,4
"21015",0,5,3315,10,715,6314,0,5
"8044",0,1,34,2,2,125,1,0
"14284",1,2,305,7,57,1108,2,0
"13224",1,1,10,8,1,4,1,0
"8200",0,1,3315,7,563,1356,0,1
"13130",0,2,3315,7,563,1356,1,1
"14998",1,3,3315,9,563,1356,2,1
"16507",0,4,3315,9,563,1356,2,2
"26720",1,5,3315,10,715,6314,2,3
"11161",0,1,156,8,54,1047,1,0
"11356",0,2,156,8,54,1047,1,1
"21870",1,1,10,7,2,69,0,0
"19386",1,1,43,3,5,121,1,0
"24949",1,2,43,3,5,121,1,1
"27170",0,3,139,5,20,428,1,2
"27200",1,4,1230,5,38,428,2,2
"325",0,1,1451,6,418,993,0,1
"12600",0,2,1451,6,418,993,0,1
"8950",1,1,233,2,103,1181,0,0
"9577",0,2,233,6,103,1181,1,0
"10464",0,1,1,11,0,16,1,0
"12533",1,2,69,2,0,28,2,0
"13304",1,1,167,6,42,598,0,1
"14156",1,2,167,6,42,598,0,1
"15624",0,3,167,6,42,598,1,1
"8845",1,1,562,10,715,6314,0,1
"8930",0,2,562,10,715,6314,0,1
"8956",1,3,562,10,715,6314,1,1
"10446",1,4,562,10,715,6314,2,1
"15458",1,5,562,10,715,6314,2,2
"17596",1,6,562,10,715,6314,2,2
"24303",0,7,562,10,715,6314,2,3
"8955",1,1,76,3,17,186,0,0
"21823",0,2,206,6,18,310,1,0
"25139",0,1,40,4,24,428,0,1
"19664",0,1,43,3,5,121,1,0
"20757",0,2,43,3,5,121,1,0
"21048",0,3,43,3,5,121,1,0
"19318",0,1,3315,7,563,1356,0,1
"13996",0,1,102,4,15,146,0,1
"28401",0,2,102,4,15,146,0,1
"8753",1,1,164,3,28,427,1,0
"9522",0,2,233,3,103,1181,1,0
"10107",1,3,233,5,103,1181,2,0
"10485",1,4,233,5,103,1181,2,1
"11216",1,5,233,5,103,1181,2,1
"14750",1,6,233,5,103,1181,2,1
"16241",1,7,233,5,103,1181,2,1
"17853",0,8,233,5,103,1181,3,1
"23435",0,9,3315,7,563,1356,3,2
"6825",0,1,121,3,23,212,1,0
"7770",0,2,3315,7,563,1356,1,1
"9108",1,3,3315,7,563,1356,1,1
"16181",0,4,3315,7,563,1356,1,1
"25304",0,1,163,6,26,258,0,1
"26420",0,2,163,6,26,258,1,1
"19119",1,2,562,10,715,6314,0,1
"19202",1,4,562,10,715,6314,0,2
"21114",0,5,3315,10,715,6314,0,3
"24340",1,6,3315,10,715,6314,0,3
"464",1,1,73,7,13,106,0,0
"27858",1,1,24,8,7,58,0,1
"8904",0,1,233,2,103,1181,0,0
"8929",1,2,562,10,715,6314,0,1
"10167",1,3,562,10,715,6314,0,1
"14444",1,4,562,10,715,6314,0,2
"16676",0,5,562,10,715,6314,0,3
"19479",1,6,562,10,715,6314,1,3
"17692",0,1,3315,7,563,1356,0,1
"22052",1,2,3315,7,563,1356,0,2
"25869",0,3,3315,7,563,1356,1,2
"27106",1,1,167,6,42,598,0,1
"27165",1,2,167,6,42,598,0,1
"27525",0,3,1230,6,42,598,1,1
"27539",0,4,1230,6,42,598,1,1
"27545",0,5,1230,6,42,598,2,1
"8243",1,1,3315,7,563,1356,0,1
"5084",0,1,42,2,5,77,1,0
"11357",0,2,42,2,5,77,2,0
"11372",0,3,102,4,15,146,2,1
"12521",0,4,102,4,15,146,2,1
"24347",1,5,3315,7,563,1356,2,2
"25962",0,6,3315,7,563,1356,2,2
"28199",1,1,102,4,15,146,0,1
"27884",1,1,16,9,5,338,1,0
"19734",0,1,211,4,13,189,0,1
"27419",0,1,216,2,20,161,0,1
"24307",1,1,3,10,0,19,0,1
"25792",1,2,69,4,5,209,1,1
"22532",1,1,87,4,20,342,0,1
"24212",1,2,238,5,33,342,0,2
"12222",0,1,84,7,42,532,0,1
"15796",1,2,84,7,42,658,1,1
"17998",0,3,102,7,42,658,1,2
"20145",0,4,338,7,184,1310,1,3
"3331",0,1,193,6,71,599,0,1
"23086",0,1,154,6,24,198,0,1
"24124",1,2,154,6,24,212,1,1
"20761",1,1,562,10,715,6314,0,1
"21239",0,2,562,10,715,6314,0,2
"22685",0,3,562,10,715,6314,0,2
"26523",0,4,562,10,715,6314,0,3
"26610",1,5,562,10,715,6314,1,3
"10420",1,1,460,10,95,1897,1,0
"17177",0,2,3233,10,478,1897,1,1
"21833",1,3,3233,10,478,1897,2,1
"23211",0,1,371,6,34,210,0,1
"23983",0,2,371,6,34,210,0,2
"24219",1,3,511,6,141,306,0,3
"25555",1,4,511,6,141,306,0,3
"11427",0,1,3233,7,478,1274,0,1
"3908",0,1,282,8,68,509,1,0
"4687",0,2,282,8,68,509,1,0
"5129",1,3,282,8,68,509,1,0
"5174",1,4,287,8,68,509,1,1
"5480",1,5,287,8,71,599,1,2
"9959",0,6,287,8,71,599,1,2
"10363",0,7,287,8,71,599,2,2
"11914",1,8,287,8,71,599,3,2
"13604",0,9,287,8,71,599,3,3
"15123",0,10,287,8,71,599,4,3
"23162",0,11,287,8,71,599,5,3
"24028",0,12,287,8,71,599,5,4
"27396",1,13,287,8,71,599,5,5
"9883",0,1,3233,7,478,1274,0,1
"9036",0,1,282,8,68,509,1,0
"10465",0,2,282,8,103,1181,1,0
"11876",0,4,282,8,103,1181,1,0
"13674",0,5,3233,8,478,1274,1,1
"14718",0,6,3233,8,478,1274,1,2
"16290",0,7,3233,8,478,1274,1,2
"26793",0,8,3233,8,478,1274,2,2
"6518",0,1,196,5,28,400,1,0
"23777",0,1,73,10,13,106,0,0
"28337",0,1,193,6,71,599,0,1
"14407",1,1,305,7,57,1108,1,0
"11016",0,1,460,10,95,1897,1,0
"12322",0,2,3233,10,478,1897,1,1
"12812",0,3,3233,10,478,1897,1,2
"444",1,1,197,9,15,285,0,1
"21763",1,1,35,7,2,8,1,0
"21914",1,2,562,10,715,6314,1,1
"14854",0,1,223,6,18,320,0,1
"18546",1,2,223,6,18,320,0,2
"12025",1,1,282,8,68,509,1,0
"23378",0,2,282,8,68,509,1,1
"13004",0,1,3233,7,478,1274,0,1
"13106",0,2,3315,7,563,1356,0,2
"25323",1,1,511,6,141,306,0,1
"4327",0,1,233,8,27,459,0,1
"11013",0,2,233,8,71,599,0,2
"11805",0,2,460,10,95,1897,1,0
"13704",0,3,460,10,95,1897,2,0
"16331",0,4,3233,10,478,1897,2,1
"17720",1,1,562,10,715,6314,0,1
"19864",0,2,562,10,715,6314,1,1
"21398",1,3,562,10,715,6314,2,1
"25443",0,4,562,10,715,6314,2,2
"27569",1,5,562,10,715,6314,2,3
"18113",0,1,562,10,715,6314,0,1
"2518",0,1,233,8,27,459,0,1
"9301",1,2,460,10,95,1897,1,1
"15770",0,6,562,10,715,6314,3,2
"21622",1,7,562,10,715,6314,4,2
"29110",1,8,562,10,715,6314,5,2
"21744",0,1,200,5,26,111,0,1
"28724",1,2,200,5,26,245,1,1
"26114",0,1,562,10,715,6314,0,1
"27368",1,3,562,10,715,6314,0,2
"21485",1,1,73,11,13,106,0,0
"26897",1,2,73,9,13,106,0,1
"8933",1,1,138,4,16,181,1,0
"9037",1,2,459,4,32,287,2,0
"25030",1,1,77,6,17,254,0,0
"25269",0,2,116,6,17,254,0,0
"25701",1,3,234,6,17,254,0,1
"8752",1,1,193,6,71,599,0,1
"8807",1,2,223,6,71,599,0,2
"11672",0,3,223,6,71,599,0,2
"13605",0,4,223,6,71,599,1,2
"6601",0,1,196,5,28,400,1,0
"8683",0,1,193,6,71,599,0,1
"9248",0,2,193,6,71,599,0,1
"16533",0,3,193,6,71,599,0,2
"6433",0,1,93,8,41,537,0,1
"7554",0,2,102,8,41,537,0,2
"8432",0,4,138,8,41,537,1,2
"8901",0,5,138,8,41,537,2,2
"9389",0,6,562,10,715,6314,2,3
"12639",0,7,562,10,715,6314,3,3
"25623",0,8,562,10,715,6314,3,3
"28151",0,9,562,10,715,6314,3,3
"24641",1,1,156,8,54,1047,1,0
"9618",0,1,32,7,1,31,1,0
"10870",0,2,102,4,15,146,1,1
"11671",0,3,3276,8,594,1281,1,2
"15485",0,4,3315,8,594,1356,1,3
"17553",1,5,3315,10,594,1356,2,3
"22711",1,6,3315,10,594,1356,2,3
"26383",1,7,3315,10,594,1356,3,3
"16198",1,2,288,6,71,599,0,2
"6292",0,1,282,8,68,509,1,0
"7368",0,2,282,8,68,509,1,1
"9210",0,3,3233,8,478,1274,1,2
"24652",1,4,3233,9,478,1274,2,2
"9107",1,1,196,5,28,400,1,0
"20530",0,3,3315,7,563,1356,0,1
"22874",0,4,3315,7,563,1356,0,2
"15930",0,1,3233,7,478,1274,0,1
"27279",0,1,239,5,33,235,0,1
"27818",1,2,239,5,33,235,0,2
"28042",0,1,161,2,7,67,0,1
"10297",0,1,3,9,0,20,0,0
"26450",0,2,562,10,715,6314,0,1
"9225",1,1,167,6,42,598,0,1
"9657",0,2,167,6,42,598,0,2
"24675",1,3,562,10,715,6314,0,3
"15089",0,1,460,10,95,1897,1,0
"11510",0,1,227,6,29,710,1,0
"2244",0,1,5,10,2,129,0,0
"5318",0,2,5,9,2,129,0,0
"5393",0,3,305,5,37,377,1,0
"6695",0,4,305,5,37,377,1,1
"9961",0,5,305,5,37,377,2,1
"13046",1,6,305,5,37,377,2,2
"13185",0,7,305,5,37,377,2,2
"20731",1,8,3233,7,478,1274,2,3
"23600",1,1,562,10,715,6314,0,1
"26714",1,1,29,7,1,61,1,0
"27310",1,1,102,4,15,146,0,1
"1468",0,1,460,10,95,1897,1,0
"23571",0,1,63,4,21,252,1,0
"16531",0,1,193,6,71,599,0,1
"9128",1,1,290,9,92,855,0,1
"14911",0,3,290,9,92,855,0,2
"25230",1,1,93,1,2,127,0,1
"26569",1,1,511,6,141,306,0,1
"28137",0,2,511,6,141,306,0,1
"18335",1,1,128,10,11,186,1,0
"18841",1,2,164,3,28,427,2,0
"8773",1,1,3315,7,563,1356,0,1
"19958",0,1,459,4,32,287,1,0
"15601",0,1,1451,6,418,993,0,1
"18726",0,2,1451,6,418,993,0,2
"25371",1,3,1451,6,418,1310,0,3
"22168",1,1,511,6,141,306,0,1
"22224",0,2,511,6,141,306,0,1
"22604",0,3,562,10,715,6314,0,2
"22762",0,4,562,10,715,6314,0,3
"23546",1,5,562,10,715,6314,0,3
"25041",1,6,562,10,715,6314,0,3
"20107",0,1,4,11,1,37,1,0
"21338",1,2,10,7,2,69,1,0
"28104",1,1,312,5,26,261,1,0
"28866",1,2,312,5,26,261,1,0
"14028",0,1,102,4,15,146,0,1
"22616",0,2,102,4,15,146,0,1
"25250",1,4,165,4,15,146,0,2
"28498",1,5,234,4,15,146,0,3
"9130",0,1,562,10,715,6314,0,1
"17004",0,2,562,10,715,6314,0,2
"24873",1,3,562,10,715,6314,0,3
"15797",0,1,3233,7,478,1274,0,1
"16250",0,1,562,10,715,6314,0,1
"19130",1,3,562,10,715,6314,0,2
"18520",0,1,119,5,9,178,0,1
"20513",1,2,338,6,184,1310,0,2
"22591",0,3,338,6,184,1310,0,3
"23906",1,4,338,6,184,1310,1,3
"8601",0,1,196,5,28,400,1,0
"8757",0,2,562,10,715,6314,1,1
"9164",1,3,3315,10,715,6314,1,2
"16448",0,4,3315,10,715,6314,2,2
"18071",0,5,3315,10,715,6314,2,3
"18905",0,6,3315,10,715,6314,2,4
"18972",0,7,3315,10,715,6314,2,4
"20950",1,8,3315,10,715,6314,3,4
"21161",0,1,167,6,42,598,0,1
"26222",0,2,239,6,42,598,0,2
"8125",0,1,1451,6,418,993,0,1
"10951",0,2,1451,6,418,993,0,1
"19433",0,3,1451,6,418,993,1,1
"22876",0,4,1451,6,418,993,1,2
"17378",0,2,102,4,15,146,0,1
"724",0,1,246,7,49,603,0,0
"8923",1,1,288,3,66,472,0,1
"9422",0,3,288,3,66,472,0,1
"11358",1,4,562,10,715,6314,0,2
"17148",1,5,562,10,715,6314,0,3
"27002",1,6,562,10,715,6314,1,3
"8954",1,1,196,5,28,400,1,0
"9063",1,3,206,6,28,400,2,0
"9303",1,4,279,9,33,502,3,0
"10379",1,5,279,9,33,502,3,0
"12114",0,6,511,9,141,502,3,1
"12281",1,7,511,9,141,502,4,1
"13047",1,8,511,9,141,502,4,2
"16308",0,10,511,9,141,502,4,2
"17571",1,11,511,9,141,502,4,2
"18259",1,12,511,9,141,603,4,3
"26878",1,13,511,9,141,603,4,3
"27072",1,14,634,9,141,603,4,4
"3897",0,1,197,9,15,285,0,1
"18109",1,2,197,9,15,285,0,1
"9492",1,1,34,2,2,125,1,0
"24168",1,2,197,9,15,285,1,1
"15322",0,1,167,6,42,598,0,1
"16157",0,2,305,6,42,598,1,1
"21708",1,3,305,6,42,598,1,2
"20556",0,1,67,8,10,586,0,1
"20717",0,2,154,8,24,586,0,2
"27787",0,1,24,2,3,248,0,1
"21921",1,1,71,5,16,384,0,1
"27817",1,1,11,2,4,64,0,1
"28394",1,2,122,2,17,260,0,2
"2530",1,1,193,6,71,599,0,1
"11231",0,2,193,6,71,599,0,2
"9062",1,1,3315,7,563,1356,0,1
"9211",1,2,3315,7,563,1356,0,1
"11190",1,3,3315,7,563,1356,0,2
"13939",1,4,3315,7,563,1356,0,3
"17460",0,5,3315,7,563,1356,0,3
"8758",1,1,196,5,28,400,1,0
"14780",0,2,272,7,97,933,1,1
"17112",1,3,562,10,715,6314,1,2
"21581",1,4,562,10,715,6314,1,3
"18301",0,1,128,5,3,137,1,0
"19087",0,2,511,6,141,306,1,1
"20943",1,3,511,6,141,306,2,1
"27940",1,4,511,6,141,306,3,1
"10206",0,1,3,10,1,9,1,0
"10312",0,2,3,8,1,9,1,0
"11984",1,3,511,6,141,306,1,1
"19533",0,4,511,6,141,306,1,1
"19812",0,5,511,6,141,306,2,1
"20863",0,6,511,6,141,306,2,1
"21169",0,7,511,6,141,306,3,1
"26190",0,8,511,6,141,306,4,1
"27360",0,9,511,6,141,306,5,1
"28402",0,10,511,6,141,306,5,2
"11673",0,1,197,9,15,285,0,1
"20786",0,2,506,9,15,285,1,1
"22520",0,3,506,9,17,285,2,1
"23415",0,4,506,9,17,285,3,1
"23730",1,5,506,9,17,285,3,1
"26191",1,6,506,9,17,285,3,2
"160",1,1,1451,6,418,993,0,1
"768",0,2,1451,6,418,993,0,2
"2787",0,3,1451,10,418,993,1,2
"3028",0,4,1451,10,418,993,1,3
"6191",0,5,1451,10,418,993,1,3
"6551",0,6,1451,10,418,993,2,3
"10342",0,7,1451,10,418,1181,2,3
"12089",0,8,1451,10,418,1181,2,4
"12433",0,9,3233,10,478,1274,2,5
"13625",0,10,3233,10,478,1274,2,5
"15395",0,11,3233,10,478,1274,2,6
"17961",0,12,3233,10,478,1274,3,6
"18710",1,14,3233,10,478,1274,3,7
"20252",0,15,3233,10,478,1274,3,7
"22045",1,16,3233,10,478,1274,3,8
"27567",0,17,3233,10,478,1274,4,8
"22648",0,1,38,2,4,37,1,0
"2055",0,1,5,11,2,129,0,0
"4477",1,2,17,10,2,129,0,1
"10502",0,3,193,6,71,599,0,2
"18040",0,4,193,6,71,599,0,3
"26990",0,5,386,6,71,599,0,3
"17597",1,1,34,2,2,125,1,0
"17748",1,2,34,2,2,125,1,0
"11134",0,1,288,3,66,472,0,1
"12223",0,2,288,3,66,472,1,1
"13250",0,3,288,4,66,472,1,2
"19117",0,4,288,4,66,472,1,2
"23094",0,5,511,6,141,472,1,3
"8951",1,1,279,9,33,502,1,0
"9161",1,2,288,9,66,502,1,1
"28227",1,1,168,4,16,179,0,0
"2130",0,1,287,6,23,290,0,1
"17654",0,2,287,6,23,290,1,1
"17847",0,1,81,5,19,603,0,1
"20592",1,2,81,5,19,603,1,1
"24455",0,3,102,5,19,603,1,2
"27073",1,4,548,5,134,1262,2,2
"26254",0,1,562,10,715,6314,0,1
"23217",1,2,40,4,24,428,0,1
"25577",1,3,43,4,24,428,0,2
"10484",0,1,102,4,15,146,0,1
"10952",0,2,3233,7,478,1274,0,2
"12752",1,3,3233,7,478,1274,1,2
"19245",0,4,3233,7,478,1274,2,2
"19341",0,5,3233,7,478,1274,3,2
"23298",1,6,3233,7,478,1274,4,2
"24143",0,7,3233,7,478,1274,4,2
"17909",0,1,185,2,11,109,0,1
"18290",0,2,185,5,19,603,0,2
"1344",0,1,45,3,8,204,0,1
"10678",0,2,104,5,8,204,1,1
"17655",0,3,3233,7,478,1274,1,2
"19718",1,4,3233,7,478,1274,1,3
"27161",1,5,3233,7,478,1274,1,4
"21623",1,1,113,3,4,56,0,1
"14794",0,1,562,10,715,6314,0,1
"14778",0,1,167,6,42,598,0,1
"15889",1,2,167,6,42,598,0,1
"19956",0,3,167,6,42,598,0,2
"14342",1,1,102,4,15,146,0,1
"18802",0,2,102,4,15,146,1,1
"22946",0,3,511,6,141,306,1,2
"23517",0,4,511,6,141,306,1,3
"23526",1,5,511,6,141,306,1,3
"24314",1,6,511,6,141,306,1,3
"189",0,2,1451,6,418,993,0,1
"8903",0,3,1451,7,418,993,0,1
"9177",0,4,1451,7,418,993,0,2
"23385",0,5,1451,7,418,993,0,2
"2054",1,1,193,6,71,599,0,1
"17446",0,2,193,6,71,599,1,1
"20116",0,3,193,6,71,599,1,2
"11584",1,1,185,2,11,109,0,1
"12183",0,2,185,2,11,109,0,1
"25302",0,1,511,6,141,306,0,1
"3027",0,1,233,8,27,459,0,1
"4227",1,2,233,8,27,459,0,2
"6346",0,3,460,10,95,1897,1,2
"8952",1,4,3233,10,478,1897,1,3
"10433",0,5,3233,10,478,1897,2,3
"10804",0,6,3233,10,478,1897,2,3
"11014",0,7,3233,10,478,1897,2,3
"20948",1,8,3233,10,478,1897,2,3
"23058",1,9,3233,13,478,3061,2,4
"23380",0,10,3233,13,478,3061,2,5
"23898",0,11,3233,13,478,3061,3,5
"25933",1,12,3233,13,478,3061,3,6
"26576",0,13,3233,13,478,3061,4,6
"21598",1,2,3315,10,715,6314,0,2
"19049",1,1,3233,7,478,1274,0,1
